5.940252848647931821e-02,1.616660409358569236e-02,5.622597719122648594e-03,2.456472104648603494e-03,7.491040993784286658e-04,-3.041269278197511450e-04,-7.869530894152848132e-04,-1.000559776817734094e-03,-1.238812210617210464e-03,-1.454800022263206052e-03,-1.910384150469882211e-03
1.128659264143980212e-01,3.515371265619035568e-02,1.290816610247282753e-02,6.071609499426950697e-03,1.650584817072789498e-03,-1.386731395841652196e-03,-2.168846291761149844e-03,-2.238223118705481764e-03,-1.805847263713476801e-03,-1.013738319534111766e-03,1.834865586491561348e-04
1.643152302255115327e-01,6.031573965855041575e-02,2.234505058368299948e-02,9.792470008020328492e-03,2.680346688100877610e-03,-1.825339403588802393e-03,-3.394736760899561435e-03,-3.643507783390992089e-03,-4.137054064125924441e-03,-2.642533208628691874e-03,-1.318891864801702892e-03
2.059751395627513748e-01,8.897560082036033713e-02,3.793923732739525045e-02,1.613832697766444044e-02,4.604701315661008723e-03,-2.422651032104916006e-03,-4.789863745318401721e-03,-5.569163315483864098e-03,-7.708204200162549480e-03,-8.632013303043027316e-03,-9.666844810494326992e-03
2.523672350512031759e-01,1.196644347911901274e-01,5.756388503453001987e-02,2.433894214762338110e-02,5.740482834752284533e-03,-4.194127195009054662e-03,-6.748377519148750746e-03,-7.466057269737100613e-03,-1.002579914147781574e-02,-1.380251704683498233e-02,-1.630086224416458021e-02
3.031998178611831074e-01,1.537135079524225012e-01,8.037348814769737504e-02,3.638351672493484595e-02,7.873438260635393440e-03,-6.743405511956042722e-03,-1.075938939634002445e-02,-1.092656286928019721e-02,-1.149595032163879850e-02,-1.207642103870769888e-02,-8.229208345449198769e-03
3.695143592890112738e-01,2.023834143992896684e-01,1.137031294252725255e-01,5.884720050094501692e-02,1.955836110080289014e-02,-4.640648233521116328e-03,-1.488302890282051059e-02,-2.029533434321955168e-02,-2.492566280334327505e-02,-2.638303308751729914e-02,-2.281867963263159438e-02
4.350249110992620571e-01,2.535977197022815655e-01,1.504225872587619250e-01,8.553278508483945497e-02,3.503798538166418702e-02,-7.725168599829856497e-04,-2.038039326410297919e-02,-3.215407065292934935e-02,-4.081556365057178309e-02,-4.382865372476305033e-02,-4.200660401821056794e-02
5.208796984298044164e-01,3.256992778445448322e-01,2.015853676719786824e-01,1.195957443533146591e-01,5.469450181708945813e-02,5.443359238639592507e-03,-2.727863434039734525e-02,-4.844574612779304484e-02,-6.327264552815246856e-02,-6.706287837847202393e-02,-6.484324930641267859e-02
5.922371880654931919e-01,3.854995460430539755e-01,2.484457689257213442e-01,1.528359308116575277e-01,7.552254265181063131e-02,1.346404168951935605e-02,-3.242231672373473844e-02,-6.468046098932471455e-02,-8.859888196365178770e-02,-9.569587888632458128e-02,-9.706929860947381694e-02
6.923769771506381732e-01,4.753314287266147131e-01,3.243425241321229446e-01,2.117947249761996664e-01,1.127025804937753367e-01,2.680148934034067357e-02,-4.056337206613629121e-02,-9.064490245612255581e-02,-1.322971458073928797e-01,-1.528671469259407500e-01,-1.680690546382745121e-01
7.977884522388816180e-01,5.751992912948191705e-01,4.062714766164778335e-01,2.728553802247160043e-01,1.525547477076195091e-01,4.358653050369101778e-02,-4.594589598716044415e-02,-1.176761239444286955e-01,-1.854845715737022394e-01,-2.279511271448601550e-01,-2.645877433396510159e-01
9.122728534205898354e-01,6.798709999647276625e-01,4.955887770860273323e-01,3.423311954841255500e-01,1.996657503659099719e-01,6.613914938533715926e-02,-5.030868840838298439e-02,-1.488880142987835664e-01,-2.509286640117562306e-01,-3.224228294039618858e-01,-3.924710011815015775e-01
1.032616667295900958e+00,7.892801597738405839e-01,5.882894014480082312e-01,4.115496863002177652e-01,2.426323797867234178e-01,8.338669028325837451e-02,-5.762246922904461915e-02,-1.786576701087402574e-01,-3.070396924351275758e-01,-4.006256328523405408e-01,-4.934411311748858608e-01
