1.031149131065748348e+00,1.000109704588424631e+00,9.999885393674756706e-01,9.999914932593036987e-01,9.999940451170700184e-01,9.999975469875167500e-01,9.999955362543394566e-01,9.999978554812398723e-01,1.000003461814870320e+00,9.999951994588088811e-01,9.999996411556818510e-01,1.000001171167172354e+00,1.000001402002149264e+00,9.999963626777428338e-01,1.000002354192392806e+00,1.000001486549048968e+00,9.999981483304686281e-01,9.999982484085788714e-01,9.999996478878651063e-01,9.999981200899690226e-01,1.000000293854536260e+00,1.000000134287709841e+00,9.999999431087249757e-01,1.000000517950200063e+00,9.999984545097008182e-01,9.999988744429312293e-01,9.999992371561455817e-01,9.999993969899828583e-01,9.999994191659017373e-01,1.000000096222118273e+00,9.999992332835917486e-01,1.000001514415763015e+00,9.999996084496505233e-01,1.000001147139336632e+00,9.999992091402042371e-01,1.000000383932018400e+00,1.000001508172011944e+00,1.000000642272951490e+00,9.999980595920096027e-01,9.999984591916275534e-01,9.999992826651606936e-01,1.000001612876618706e+00,9.999999978139106904e-01,9.999984502874310621e-01,1.000001819310762263e+00,1.000000823203096356e+00,9.999968428137379073e-01,1.000004814025010846e+00,1.000006367955246667e+00,9.999966018799827383e-01,9.999968625718341775e-01,9.999996908896287007e-01,1.000001812913894783e+00,9.999855257348481130e-01,1.000119731766020870e+00
1.030830960083776837e+00,1.000104189900803853e+00,9.999976903008963580e-01,9.999915382712543099e-01,9.999971622646087743e-01,9.999983615095145995e-01,9.999935155720369728e-01,9.999973498794937354e-01,9.999994218025379800e-01,1.000000943937065179e+00,9.999983704617240177e-01,9.999987892067389028e-01,1.000001095546270591e+00,9.999985931853849763e-01,1.000001627412358873e+00,1.000000346837415011e+00,9.999989528109433090e-01,9.999980175901137525e-01,9.999995730512106773e-01,9.999999894233863040e-01,9.999991321682797363e-01,9.999992274766217326e-01,1.000000357694955433e+00,1.000001540385111909e+00,9.999975807439818176e-01,9.999992608268311045e-01,9.999986081271634575e-01,9.999992730224463999e-01,1.000000538598414312e+00,9.999993432332160426e-01,1.000000438103219258e+00,1.000000030476227320e+00,1.000000388195648071e+00,1.000000875252358812e+00,9.999992785520177563e-01,9.999999118349586213e-01,1.000001143106135748e+00,1.000000239590882689e+00,9.999989260892546694e-01,9.999996272577356127e-01,9.999975526300238782e-01,1.000001399408664726e+00,1.000001549058794792e+00,9.999994977358412918e-01,9.999988764245982820e-01,1.000002530312760429e+00,9.999977282816965296e-01,1.000003950570217848e+00,1.000004071144094731e+00,1.000000401469185896e+00,9.999937527602749121e-01,1.000001953899992690e+00,9.999986857018393627e-01,9.999950113824391806e-01,9.999894994887635891e-01
1.033086575836248855e+00,9.999032359827284555e-01,1.000017566464796337e+00,9.999947082994211645e-01,9.999925409189491798e-01,1.000000139965943280e+00,9.999926895429311902e-01,1.000000171121817161e+00,9.999953342975452797e-01,1.000003173537632239e+00,1.000000098703635931e+00,9.999971674820429257e-01,1.000000840052416073e+00,9.999997988876535571e-01,1.000000130904398654e+00,1.000001033309553256e+00,9.999976070777959469e-01,9.999992437998326267e-01,9.999973710999452425e-01,1.000002366425957856e+00,9.999988626670012204e-01,9.999985990261203161e-01,1.000001626018782286e+00,1.000000454274140305e+00,9.999989934046937812e-01,9.999987993728783886e-01,9.999985313846690982e-01,9.999993105030867691e-01,9.999994522899499083e-01,1.000000559047866222e+00,1.000000033781420994e+00,9.999997631757632233e-01,1.000001044543396667e+00,1.000000160926886039e+00,9.999991678919298854e-01,1.000000850311024925e+00,1.000000244617217371e+00,1.000000057577685286e+00,9.999987359590523095e-01,1.000001413659848959e+00,9.999972756214661196e-01,1.000000764565552203e+00,1.000001856330484440e+00,9.999988724922189709e-01,9.999986360186241541e-01,1.000002093339927400e+00,1.000001192513927606e+00,1.000000563898684636e+00,1.000004524421407970e+00,1.000002390995403889e+00,9.999914466388388767e-01,9.999987181096224864e-01,9.999951586439801421e-01,1.000001579369564020e+00,1.000006291193640928e+00
1.035644603304527678e+00,9.997894023428065546e-01,9.999775586836662233e-01,1.000011024919347014e+00,9.999945428831691352e-01,9.999989876245584108e-01,9.999951677679770334e-01,9.999987924236298786e-01,9.999975675494710003e-01,1.000002855836222615e+00,9.999983371794655129e-01,9.999998053407613829e-01,9.999991750442781546e-01,1.000001960467050477e+00,9.999975542510001203e-01,1.000001516245523137e+00,9.999976281871265638e-01,1.000000465677702399e+00,9.999968662726355095e-01,1.000001274559644271e+00,9.999998113802057720e-01,9.999987101280480850e-01,1.000000759826131125e+00,9.999995467518005832e-01,1.000000262710354137e+00,9.999991497655661421e-01,9.999982442152273165e-01,9.999990322916384455e-01,9.999990275063447287e-01,1.000001293038144112e+00,9.999996630400453945e-01,9.999999691055980744e-01,1.000001476522292210e+00,9.999995259240627155e-01,9.999989075936106531e-01,1.000001965259327497e+00,9.999995661988769768e-01,9.999997432101220829e-01,9.999999596174269367e-01,1.000000638215730264e+00,9.999979077714703513e-01,1.000000437366996398e+00,1.000001557701364563e+00,9.999965071643798220e-01,1.000001730534959776e+00,9.999997860780388548e-01,1.000005082417382063e+00,9.999963473403711278e-01,1.000008426769266601e+00,9.999998425027158966e-01,9.999944748382302295e-01,9.999984325452354605e-01,9.999813422494107096e-01,1.000005227307966260e+00,1.000067786108959522e+00
1.038224112763980855e+00,9.997992473516913448e-01,9.998951309092588557e-01,1.000016080451742395e+00,1.000007236178883652e+00,9.999984424292629459e-01,9.999954074043760910e-01,9.999945626841075796e-01,9.999998668230877241e-01,1.000001599122561924e+00,1.000002842197351915e+00,9.999961050694395892e-01,1.000002270423703710e+00,1.000000755280495257e+00,9.999965231802545595e-01,1.000000933439345152e+00,9.999986857961350450e-01,9.999991867127769885e-01,9.999986563630320902e-01,1.000001059946109105e+00,9.999993563592876056e-01,9.999990977666775027e-01,9.999987704020096846e-01,9.999998671322342103e-01,1.000001402238844372e+00,1.000000026691318933e+00,9.999969151641282528e-01,9.999993473146451262e-01,9.999996185762887180e-01,1.000000359081820278e+00,1.000000720497038476e+00,9.999987145141480127e-01,1.000002921042576265e+00,9.999983754554473414e-01,9.999999666246615071e-01,1.000000463278935436e+00,1.000000350822834783e+00,9.999999839550313130e-01,1.000000027632412802e+00,9.999991271186126074e-01,9.999990811475952812e-01,1.000001162842095281e+00,1.000000078326975572e+00,9.999975669080538587e-01,1.000002072137603726e+00,1.000000036345002563e+00,1.000003118391025625e+00,9.999981727409972265e-01,1.000006960088276831e+00,9.999943662295655011e-01,1.000004707054707342e+00,9.999930431108110529e-01,9.999729060922869506e-01,1.000019873621042610e+00,1.000106748050376249e+00
1.040758297707697455e+00,9.999081419977644547e-01,9.998057268293796263e-01,1.000011389830087305e+00,1.000003787266329436e+00,1.000005946604670015e+00,9.999921921624373988e-01,9.999944033941017274e-01,9.999995392180254239e-01,1.000001526491420378e+00,1.000004678027492488e+00,9.999965222256175235e-01,1.000002271058388015e+00,9.999988720055751346e-01,9.999981507747103260e-01,9.999991122103127905e-01,9.999989935746347314e-01,9.999997530074472563e-01,9.999984200481412122e-01,1.000001167023277571e+00,9.999997902203048294e-01,9.999990048389818531e-01,9.999991724772416823e-01,9.999995069215934507e-01,1.000001937415363695e+00,9.999993894997072363e-01,9.999978259800618163e-01,9.999980594103795584e-01,1.000000704267993701e+00,1.000000273423062636e+00,9.999999144978567456e-01,9.999986082393789166e-01,1.000003229116942505e+00,9.999987011581189522e-01,1.000000389953887403e+00,9.999993195141964053e-01,1.000000768203812118e+00,9.999999343642975713e-01,9.999998768069543464e-01,9.999985831943457582e-01,1.000001120668325250e+00,1.000000661966256699e+00,9.999984482890434956e-01,9.999998383872041874e-01,1.000000310512452639e+00,1.000001801050017569e+00,9.999997071746475896e-01,1.000001803089535457e+00,1.000001899029764996e+00,9.999949189286631013e-01,1.000007378404365932e+00,9.999816749483159128e-01,1.000008527813943671e+00,1.000002198204992698e+00,1.000084050268780889e+00
1.042997174698544027e+00,1.000077203498617839e+00,9.997304497016952229e-01,9.999849425655370494e-01,1.000005286575336161e+00,1.000005300727720758e+00,9.999928009815854946e-01,9.999961606400269432e-01,9.999956191631450553e-01,1.000003974996449774e+00,1.000004811881046507e+00,9.999987033421005034e-01,9.999982338378258229e-01,1.000003299027641512e+00,9.999959583739511659e-01,9.999977969903353081e-01,1.000000017033184863e+00,9.999993744922223149e-01,9.999988714560310576e-01,9.999997240227108675e-01,1.000000136379251225e+00,9.999996117460302480e-01,9.999991668180742144e-01,1.000000664689959295e+00,9.999997034301534304e-01,1.000001430788740375e+00,9.999975795752581442e-01,9.999979731170220987e-01,1.000000335383123273e+00,9.999999648193654833e-01,9.999993333911649795e-01,9.999999682639708620e-01,1.000002188480461962e+00,1.000000809413687630e+00,9.999991682190202402e-01,9.999981314018074885e-01,1.000001805201706784e+00,9.999992169457194713e-01,9.999991658138605022e-01,9.999989807508482542e-01,1.000004212913193635e+00,9.999992878252382811e-01,9.999976166399833222e-01,9.999996547744962605e-01,9.999998570945054510e-01,1.000001925661828661e+00,9.999990801245484118e-01,9.999995342093506157e-01,1.000005542208920239e+00,9.999963310560109342e-01,1.000000351932850862e+00,9.999898657911968636e-01,9.999912059273736720e-01,1.000016413559615014e+00,1.000229547613135095e+00
1.045073405296126356e+00,1.000361852223034198e+00,9.996601847692607734e-01,9.999580886741241681e-01,9.999852912300160046e-01,1.000008240060402898e+00,9.999971253093110635e-01,1.000000735655250272e+00,9.999932304515234405e-01,1.000005415728025815e+00,1.000000244850041797e+00,1.000002364767532681e+00,1.000000612681552603e+00,1.000000721636276735e+00,9.999957930492775482e-01,9.999990550494701758e-01,9.999973971043726317e-01,9.999997927378106999e-01,1.000000975356442723e+00,9.999994189235482667e-01,9.999992374818204022e-01,9.999997809549675543e-01,9.999986286951946246e-01,1.000002734386996384e+00,9.999984774363683826e-01,1.000000853764914988e+00,9.999977507173656299e-01,9.999996823065840923e-01,9.999991065985287531e-01,9.999990903084688965e-01,1.000000563391935327e+00,1.000000153602908837e+00,1.000000322028274491e+00,1.000002535405754900e+00,9.999991138798858259e-01,9.999984105373751486e-01,9.999990069974156182e-01,1.000001560804167688e+00,9.999996217486494254e-01,9.999999829742797219e-01,1.000003382176049671e+00,9.999969562112375199e-01,9.999990903917546081e-01,1.000000171066733667e+00,9.999989128129123106e-01,1.000001658087563916e+00,1.000000596458834101e+00,9.999995697381010018e-01,1.000002853520241652e+00,1.000000405126689307e+00,9.999848166122170534e-01,1.000009889166401100e+00,9.999752707293518839e-01,1.000039824405099198e+00,9.997979186145458108e-01
1.047254354068756221e+00,1.000717541397198040e+00,9.996168737428327011e-01,9.999161487617578281e-01,9.999689747521404160e-01,1.000001546840957101e+00,1.000001271050770857e+00,1.000007229249856078e+00,9.999949346195119437e-01,1.000000537228550757e+00,1.000006887259984323e+00,9.999985353752733896e-01,1.000003047767890951e+00,9.999978267119066233e-01,9.999966095331230820e-01,9.999990298157793722e-01,9.999985874125819629e-01,9.999972115989891330e-01,1.000001789913047778e+00,9.999995147289264530e-01,9.999999638692421700e-01,9.999972519426675310e-01,1.000001452041764383e+00,1.000001808118504920e+00,9.999999242456404369e-01,1.000000293686341912e+00,9.999984816491426232e-01,9.999987864126373971e-01,9.999991011365613192e-01,9.999986812539589653e-01,9.999999018503041848e-01,1.000001970931543971e+00,9.999991123457405706e-01,1.000001668981803205e+00,1.000001316674540286e+00,9.999962782688518459e-01,9.999998513457326599e-01,1.000000338108368636e+00,1.000003268887955654e+00,9.999994881485462228e-01,1.000000799770288884e+00,9.999955299052512014e-01,1.000001969088562870e+00,1.000000616639492135e+00,9.999984275825090085e-01,1.000001787979700740e+00,9.999985680620635531e-01,1.000000478138703075e+00,9.999987540498874727e-01,1.000000324010576147e+00,9.999861396441412920e-01,9.999982693053187655e-01,1.000023098086892936e+00,1.000014846767906640e+00,1.000074256895528757e+00
1.049442998712701858e+00,1.001148741710879086e+00,9.996155144715269669e-01,9.998637807919840137e-01,9.999400280363608395e-01,9.999929302262101638e-01,1.000007664854508427e+00,1.000002962597348555e+00,9.999983254041847625e-01,1.000006356658097451e+00,1.000001813814532792e+00,1.000000602302468566e+00,9.999973918965727737e-01,1.000002638723429982e+00,9.999961134312909117e-01,9.999957138511013088e-01,1.000003334064128779e+00,9.999956800232290277e-01,9.999997109523895977e-01,1.000001475688605312e+00,1.000000525675923013e+00,9.999959549048806906e-01,1.000000125290102959e+00,1.000002003848036836e+00,1.000000464689981383e+00,1.000001025697958124e+00,9.999992419363157303e-01,9.999982209080682249e-01,9.999979790396030799e-01,1.000000087859074238e+00,1.000000666410100880e+00,1.000000095057725247e+00,9.999995566839020578e-01,1.000002444476622454e+00,9.999993547768959434e-01,9.999998222423525096e-01,9.999967916779993748e-01,1.000002338127968793e+00,1.000002966377951941e+00,9.999984742481108357e-01,1.000000453281999269e+00,9.999966178970841613e-01,1.000002125199533465e+00,1.000000713866412427e+00,9.999960031755001921e-01,1.000002464563664928e+00,1.000001263381671057e+00,1.000002890956337875e+00,9.999909475206851805e-01,1.000002228981525354e+00,9.999914061711399071e-01,9.999897204941632367e-01,1.000027138202174148e+00,1.000017190570151815e+00,1.000192395250165900e+00
