4.899605153206006223e-05,-4.498419598571738915e-05,1.509158053222202280e-03,-5.979144858344652568e-06,1.744365070214952721e-05,-1.523373328134728125e-06,1.958636558825256775e-05,4.350917506822717072e-06,1.618782649487564065e-05,5.131707730195556418e-06,-8.334681192526056980e-06,-9.829412065426463622e-06,1.402135867510486717e-06,1.185312834068949197e-06,3.154011142507410611e-06,-9.308058925924698088e-06,-2.474538142869403787e-06,-3.038386107088773815e-06,-5.011866848435016904e-06,9.079785308148638233e-08,-2.007663257000623709e-06,3.910128601997836088e-06,-2.763600017307377728e-06,8.119485663488497790e-07,-7.989511695036489630e-07,-1.084507787409710950e-05,-6.606895753519117649e-07,-8.183279971803688094e-06,-2.018994552467967278e-05,-1.584535821485928971e-05,-6.278973692189982934e-06,2.086329756211603679e-05
-6.322727861881256080e-05,-2.234112967036566721e-04,1.561229590901042855e-03,-1.084836126287263754e-05,2.662103764470422946e-05,1.951840002173754562e-06,1.811560507100165606e-05,5.689791712119275513e-06,1.039718043739072215e-05,1.897979290546785732e-06,-4.075248401805216720e-06,-5.194190697172885135e-06,-4.682532639240149914e-06,1.347695737013852084e-06,-2.769188297319169955e-07,-6.280268868495122069e-06,-4.478168169358425174e-06,-4.412121312683540222e-06,1.614023870355566490e-07,-1.432211348218951986e-06,-3.321140902591788239e-06,2.509566658410231654e-06,-7.164371730663046709e-07,-2.716843559815049950e-06,1.844694737778487614e-06,-4.902673404912860285e-06,1.675568643475828979e-06,-9.020358958142840725e-06,-2.712894587565250343e-05,-6.063832680646836959e-06,9.269026901701817373e-06,-2.126287796745252774e-05
-1.947435766895409175e-04,-4.258635447066581544e-04,1.660580339961260140e-03,-4.688044022343107795e-05,7.300756737214182998e-06,1.880729416539556547e-05,1.695825490734380127e-05,-3.068642714641524417e-06,8.406104501339643265e-06,6.201849039761408265e-06,-8.678011085839061568e-06,-5.450935917506091529e-06,4.995756746275744479e-07,-4.476413702614577436e-06,-2.586476342881007097e-06,7.037149265014270619e-07,-6.099158220669436016e-06,-2.469836671462016437e-06,-5.329523791733440934e-07,-1.601110569173407676e-06,-5.102930221413206523e-06,6.343607480315003667e-06,-2.602173970172384402e-06,-9.767650671770373061e-06,9.154296712694198239e-06,-2.665867113639518125e-06,-2.121182574089701860e-06,-1.074855449307407206e-05,-2.794604489375928613e-05,5.434442874127128951e-06,6.276955650217873870e-06,-8.661415748561597310e-05
-5.703379716464497930e-04,-3.144327043667644191e-04,1.782364023828709662e-03,-1.270919254669715512e-04,-6.357755019984972182e-06,2.444986725966713609e-05,7.582815426302233537e-06,-7.021858454162311752e-07,4.324251690722706433e-06,2.251873644841164799e-06,-5.401261247339713354e-07,-4.129345890832213075e-06,2.028405780074227331e-06,-1.177249994420181593e-05,4.955338333353378806e-07,-3.458912404394350092e-07,-6.904336202089143379e-06,-4.497019458628675116e-07,1.786484103018663381e-09,-2.843101553578186764e-06,-7.938217364512722133e-06,1.038803466803727652e-05,8.497418077029003663e-07,-1.259938454633507657e-05,8.628209227311739831e-06,-4.290071360747216140e-06,-3.820681205080967047e-06,-5.590243602767836054e-06,-2.429629421125901258e-05,1.374015867266169555e-05,-2.147353281983821030e-05,-8.032930468162654994e-05
-6.489524152068775094e-04,2.275724921003306985e-06,1.922657802274145046e-03,-2.051362414124252023e-04,-3.853653188415508525e-05,4.839358326367052847e-06,1.436847363923621836e-05,8.154321011462655846e-07,6.772695813754122250e-06,-1.217262545609741699e-06,1.151682586095677093e-06,2.120380898827053995e-06,4.964805910999404790e-06,-1.970448191156689216e-05,1.305831498588718868e-05,-9.440431336277123372e-06,-5.756087163856242691e-06,5.740882754177434209e-06,-2.435105314084831402e-06,-5.888965210604966680e-06,-5.625219700428688290e-06,9.876046293771974051e-06,-8.298736541226109034e-07,-6.440193368223384883e-06,-2.711355955731836286e-08,-5.575696347233425574e-06,-1.339147160856340900e-05,3.759987937898640304e-06,-2.498470455659086123e-05,1.395504389600201954e-05,-1.971230519229999400e-05,-6.514975545091792285e-05
-9.721593954375248479e-04,4.105463577131812560e-04,2.059988791239059092e-03,-2.366814854722455264e-04,-7.448368669107699176e-05,-3.610029787028851708e-05,3.074359499223519598e-05,4.274219472699032572e-06,1.892619284530278795e-06,-6.102678721725334882e-06,1.451665873049077795e-05,-5.573605768238307901e-07,-3.840729943704652863e-06,-1.775326149325986367e-05,1.033243111798533783e-05,-1.189785126151565858e-05,-2.937682157465055202e-06,4.921517829545566721e-06,-4.384442315958841486e-06,-4.115712110336210594e-06,-1.546604389756128820e-06,1.022355804870094402e-06,3.246136308251400785e-06,1.857828980655407532e-06,-4.207667932250502053e-06,-5.223946117356399673e-06,-1.560637350476111565e-05,1.171453176074862746e-05,-1.506147091710440950e-05,-3.274284622299764165e-06,1.665649125345388518e-05,-3.442313882269673158e-05
-1.019679040585045259e-04,7.450906926359537018e-04,2.250332788629915998e-03,-2.383552962935383873e-04,-1.313495617109671605e-04,-5.436116836384411008e-05,3.501952808394955295e-05,-6.691001846511681274e-07,1.792231044213617398e-06,-1.000105376681909447e-05,1.542806531456502762e-05,9.511427579004460783e-06,-1.094287778714105203e-05,-2.409565379886099954e-05,8.772463270009053335e-06,-3.009120940048129110e-06,-6.942231082482586104e-06,1.262097479615054147e-06,-5.391718929169344684e-06,-1.594525542527226182e-06,1.877204404888188679e-06,2.381469531911760342e-06,5.119867664452554572e-07,6.737860470736980784e-06,-1.839657454150407931e-07,-1.005692401391013180e-05,-1.329029454712328931e-05,6.752255847356563764e-06,-8.452542799304623434e-07,-2.129853116137400755e-05,1.352947563870129558e-05,1.535003947494755568e-05
1.678916192103173277e-05,1.008590431632746219e-03,2.460520479875368503e-03,-2.122466029739620479e-04,-1.687856485687103656e-04,-7.340577678709980509e-05,1.242790143610032488e-05,-4.294014885217014487e-06,4.700729944957314878e-06,-1.417094449736527034e-05,8.594173897963192812e-06,7.375659504372788536e-06,-1.220906769393655939e-05,-1.404171063300640917e-05,4.772117162709302651e-06,-5.929468968143994567e-07,-8.646691615757997416e-06,-6.213445360269578498e-07,-7.520802052729155063e-06,8.019665959703397684e-06,-2.214893365457127303e-06,3.177195276816324255e-06,3.216234180044965714e-06,6.198783514129071693e-06,1.072262149618319766e-06,-8.597420080125593009e-06,-1.875861812312674159e-05,1.957858178155049087e-05,-2.524009333122166643e-05,-2.377649975160356493e-05,3.978731762292237904e-05,3.682917334784343357e-05
-1.154065159051507116e-04,1.395445945646600454e-03,2.651677167844200197e-03,-1.936121470847079274e-04,-1.662011981769729229e-04,-7.763642236554631909e-05,-1.819705596307242496e-05,-4.420788536307463655e-06,4.983298005873574371e-06,-1.597111350736002568e-05,3.711790884410317315e-06,-1.722478861214416121e-06,-1.595975845642147187e-05,-2.742083102120864696e-06,-1.051481376189549885e-06,-1.002692274367191619e-05,-3.393337203845829461e-06,-1.539162095379213741e-06,-4.484763601762848273e-06,4.390889858312349349e-06,-3.449273873258988942e-07,2.220159510515748057e-07,1.503781962948537634e-05,5.057054818431453640e-06,-3.108221171035356407e-06,-6.519008495387542746e-06,-2.248627772098501783e-05,1.688682391426040585e-05,-2.050346992652917096e-05,-4.643361168581283519e-05,4.638581941623055128e-05,6.832995763660895715e-05
5.533938743105997274e-04,1.620073760073351566e-03,2.796991213075624393e-03,-7.774207331585909601e-05,-1.529392142709281970e-04,-9.354716028629173042e-05,-3.127262976853502477e-05,-1.470786497188709625e-05,-1.780599240201153366e-05,-7.580779560229348447e-06,-7.003419747327421747e-06,-7.832494520886302663e-06,-5.429751506607916541e-06,-5.976448468673630187e-06,-7.706455411692966090e-06,-1.035662227560411119e-05,1.786637314360351546e-06,-1.478729533856249732e-06,6.441030827776182401e-07,-1.408837212251073330e-06,4.181315535522383237e-06,-3.234844428874301634e-06,1.733523620913723375e-05,9.716620161437543378e-06,2.509375556625639619e-06,-1.403204312939605115e-05,-2.637332467544354649e-05,5.508381000681783771e-06,-9.817710332822331598e-06,-3.273345144311052787e-05,5.159055393606011997e-05,1.154953463974503470e-04
