2.220707859457620933e-02,-5.725599073754125500e-06,-4.878863789070115177e-05,-5.687049632468108075e-06,1.042506021861399792e-05,-3.464159980863575224e-05,1.389285224304133275e-05,-2.244114805028135193e-05,-2.973723291721656043e-05,2.204424573427261913e-05,-1.375003598994882579e-04
2.748012299977401623e-02,-4.187389729177111181e-04,4.033941014121402216e-05,-1.395488697287388195e-05,6.742606075258260928e-06,-4.307264522233379011e-05,3.952882507916837668e-05,-2.778124372426274018e-05,-3.955241307681509359e-05,1.146762292274642750e-05,-1.699430521134491989e-04
4.741014321480193500e-02,-1.293500082232024303e-03,3.834234492882142628e-05,-4.088157269401552558e-05,-8.369732406249523070e-05,4.885931605538739499e-06,2.368732662239407403e-05,1.806239201726739328e-05,-6.423584829742245362e-06,-1.128377843866205742e-04,-2.517921908280809618e-04
7.054139502316401911e-02,-5.573129272984717530e-04,-5.804963044337307270e-04,-1.529069692147103093e-05,-1.401093725473049050e-04,6.375152875397649584e-05,4.615084905354941553e-05,1.007178885915959053e-05,-5.267596857395738649e-05,-1.568229013458834664e-04,-1.250069761320989135e-04
9.145659373414044557e-02,2.747684470619386147e-03,-1.580051710936611949e-03,-4.551804806740171526e-04,9.603462525695948470e-05,-4.298703342563176954e-05,1.492343496309220717e-05,1.547529799930715271e-04,-2.473682718230047861e-04,-1.958501174598712194e-04,5.100006632052157167e-04
1.074450275095233387e-01,6.629253925372243991e-03,-1.644963808830726074e-03,-9.469286836272236075e-04,-1.264649526541168482e-04,1.603088582265579465e-04,-9.502924215072784230e-05,1.793164967392336787e-04,-4.955169240247645716e-04,7.885559545725856031e-06,2.328798026712541880e-03
1.191399417328532218e-01,9.743744641335630799e-03,-1.052622390078111324e-03,-9.811032565098702987e-04,-4.342729094099656052e-04,2.620325890059179200e-04,-6.454445903224951869e-05,-1.212756457847883359e-04,-4.511280829064513655e-04,1.102636956833622607e-04,2.654782998944500098e-03
1.290371071607253894e-01,1.250036645095345747e-02,-5.267429256882735040e-04,-4.998151105337646748e-04,-1.946133788198523874e-04,-2.044760836217251977e-04,2.439432934346665987e-05,-3.554035672551010853e-04,-4.183927750539558174e-04,3.144749322301124118e-04,2.538027390503224366e-03
1.385478146088550411e-01,1.483006370581808203e-02,3.860236492181938939e-04,7.734594160504106172e-06,-1.585790583499633438e-04,-4.946698915476016849e-04,-2.411719237711779399e-07,-4.100233974726287859e-04,-5.949934250238563200e-04,3.049570828940967662e-04,1.820640743983265074e-03
1.427963823915842645e-01,1.839797818768162257e-02,1.543939772121477681e-03,-1.937848921036358228e-04,-2.653166566560448934e-04,-2.646972257930572557e-04,-2.345496372954408595e-04,-3.878672501545260727e-04,-6.944141919719791891e-04,-1.483437600712566380e-04,-1.740211918664789827e-03
1.525691203675276775e-01,2.128770507908758422e-02,2.713263489423334372e-03,7.155508793584205442e-05,-1.424085010290651696e-04,1.072550807239106040e-04,-6.110371244937474891e-04,-8.672337664558277563e-04,-4.991946518247039177e-04,-7.382882141927835486e-04,-3.497484727873202606e-03
1.581158608706177138e-01,2.291690240911552906e-02,2.763970751867585261e-03,1.619957105038018859e-03,9.014674043752429061e-04,-1.722027869765460119e-04,-7.858569668378248942e-04,-7.954691568900255309e-04,-1.608783066164296829e-03,-1.188211713979495966e-03,-5.913913438269037190e-03
1.605274656752961604e-01,2.408112568722473382e-02,3.491555526994313558e-03,2.470481725698834424e-03,1.263748021784338090e-03,-3.330507666835617344e-04,-8.898669749702811660e-04,-8.523903978716401101e-04,-1.523583682167116643e-03,-3.196956832060710626e-03,-3.780706088450015972e-03
