2.285203756263604752e-02,2.217864507173665465e-05,7.322025873110916944e-06,-3.145625476524210147e-06,3.670499119132745024e-06,-2.935055621645647181e-07,1.020971895787262128e-06,-1.671342302189209077e-06,-1.321627982805920134e-06,8.893424338292665167e-07,2.518313430981906007e-07,9.540391380324606137e-07,-1.221172992790690986e-06,-2.006196527248935525e-06,-9.669603811326595242e-07,-4.696497897409398495e-07,5.580162501508290052e-07,2.700233146587633405e-07,1.862120754165214977e-07,1.969471782691129888e-07,2.529023814836916027e-07,2.089390842718728030e-07,-5.792480462466971891e-07,-6.163055225724003544e-07,1.864285418263767623e-07,-3.138893039060125129e-08,-2.596162385417230481e-07,2.316003235929415023e-07,-6.936809225819914158e-09,-7.882619921752749581e-07,-7.838519439446643753e-07,1.704561858107173730e-07,6.556948247300006213e-07,-2.211576944694895599e-07,9.591197720280194215e-07,3.048492992406936019e-07,-1.219604695263217315e-06,1.669658075882865341e-06,1.047749507858638841e-06,-2.064765272045313597e-07,-2.199789735633048097e-06,2.846547723893080816e-06,9.038805655265752821e-06,-1.755789756012875801e-05
3.835865793379826527e-02,5.903930145907439067e-04,-2.978090569466911313e-05,9.951282065529658564e-06,-2.004818499557832748e-06,-6.946897852861014681e-07,-2.115664462059144889e-06,-3.114149905137235056e-06,1.752153767241390132e-07,6.570477044605712600e-07,3.063138787888125624e-06,1.128301667704469120e-06,-2.944682399515276236e-07,-2.790515356590348101e-06,-1.655236910455367564e-06,-2.433515402824293758e-06,9.156497637319311859e-07,-7.015076630428072775e-07,7.806190861214641850e-07,-5.904978070162890650e-07,-8.391256124312418522e-08,3.499054813643350823e-07,-1.676263978115603778e-07,2.789970995603364965e-07,-1.052791771010530113e-06,5.214626732886072272e-07,2.636173437369796216e-07,-6.182975583435564643e-07,-1.922436480448827715e-07,-1.591861173205459311e-06,-1.260635869327901318e-06,-4.420002277693502754e-07,7.433818575716379620e-07,-1.172464609759978337e-06,4.200719714588703369e-07,-1.623804916310012431e-06,7.563266465388253516e-07,-3.091692144453813427e-06,1.885121614480776338e-06,2.325045418262517513e-06,-3.900741751199653421e-06,1.316958555033950560e-05,1.744186719119641670e-05,-6.110359996642484952e-05
4.894872672407742792e-02,2.546199639538454604e-03,1.203266793471709211e-05,8.816567217727688954e-06,-1.824475118182014309e-05,-6.521015585439752409e-06,-1.230307896225969323e-05,-4.564829510446939909e-06,-6.967344595865587698e-07,5.570046189719372989e-06,5.916698138012806560e-06,1.780813166817205390e-06,-1.638016992724942300e-06,-3.619259418597651390e-06,-1.476110621850997250e-08,1.831157845048096025e-06,-1.838120668981921924e-06,-1.841844326009073156e-06,1.246348037266216645e-06,-2.093599879770981503e-06,1.512200119005648661e-06,8.240261705033120902e-07,1.149363298123064797e-06,-7.911598264895353888e-07,-2.208261769102243455e-06,3.127466508617891660e-06,6.715982685323974990e-07,-1.062126372965052500e-06,-3.407956245803695157e-06,-3.000830950800216553e-06,-1.728823315430641767e-06,7.767654375016454208e-07,-1.568464525147976081e-06,-7.674914314058720380e-07,-4.010193217987699300e-06,-2.928599272376357609e-06,-3.218470940923577001e-06,-9.298150711200572116e-06,8.461444659610077495e-06,3.498818204309924944e-06,1.117624114783629607e-05,1.763382030516082944e-05,1.466243997449840092e-05,-3.658342584677985498e-05
5.780508091075056698e-02,4.757283353733138438e-03,6.273790017933564365e-04,-8.548257102208490799e-06,-2.466552935071051109e-05,-1.349852902325653531e-05,-2.144590596920706641e-05,-5.686542595452596948e-06,-1.357428611128834813e-06,9.868702289591236830e-06,8.110154652678847051e-06,3.919192922918272067e-07,-6.425753689767048042e-06,-2.356004863052649383e-06,-1.069028092096051099e-06,2.207020512825686106e-06,-4.252654059345438102e-06,-2.162874280042766222e-06,-1.315753646118172799e-07,-7.014329936340566832e-07,-5.828400614841960142e-07,4.105838253770866362e-06,2.631190517396274108e-07,-3.863247597339567348e-06,-3.657289927346171038e-06,5.535526586441978689e-06,2.266804718718688408e-06,-2.099473382163894289e-06,-6.035293388893615307e-06,-4.943204555706609349e-06,-4.237371089617719024e-06,1.438274923217675230e-06,-2.099164285560383542e-06,-1.410009844726842970e-06,-8.020599863022504766e-06,-6.322647815539940890e-06,-9.413102153929764565e-06,-5.908954392201924428e-06,1.084727920379904212e-05,1.100469802513349980e-05,2.762061758657712710e-05,3.947676532528579047e-05,1.172757799236545740e-05,4.674078498006218486e-06
6.694426230558150892e-02,7.012913789931806557e-03,1.766487339185168846e-03,2.650817756082076695e-04,-2.220071764424003807e-05,-3.043431732154963521e-05,-2.332660007774649581e-05,-9.212196350363515378e-06,-4.112590074987742496e-06,1.500227356147839451e-05,1.911885446879819941e-05,1.851876269324252049e-06,-8.272217057089402328e-06,-1.644860532271953160e-06,-4.206872293728077847e-06,-1.633311865087734450e-06,-4.328187513218345015e-06,-1.826348284579664683e-06,-1.906451688924563313e-06,-6.746419165489912492e-07,-5.137833153424927259e-06,2.950830416264738017e-06,-3.979990810764138411e-06,-5.557091836822063418e-06,-2.216304175276117353e-06,8.442475155622779107e-06,3.895745149244285162e-06,-2.212126608399120999e-06,-8.053755092834327472e-06,-8.586090814592728854e-06,-9.144998548646393637e-06,1.430421243352506078e-06,3.912529209143807658e-07,-7.674586419378793281e-06,-1.018878505948822204e-05,-1.194521333341820174e-05,-1.538621322978901096e-05,-2.375714736116082964e-06,1.469498688725549170e-05,2.457878578382634399e-05,3.472142354122116018e-05,5.092157353874296309e-05,3.875642899682221678e-05,-4.421343229206555262e-05
7.542498330160442299e-02,9.701465972021205975e-03,3.167771697205735634e-03,9.355738397908945755e-04,9.569366230463773493e-05,-2.966862445434560806e-05,-3.833052758626245225e-05,-1.444077406378213108e-05,1.672571087924886631e-06,2.994372722359324524e-05,2.757358793646603754e-05,6.367819852310617841e-06,2.569071063834842297e-06,2.833511460022567203e-06,3.021002023629900067e-06,-2.433334216504273957e-06,-3.259026924719151611e-06,6.430744866110910144e-08,2.762188967497550010e-06,-3.542597680373381255e-06,-4.701743153220289939e-06,1.543046725814170896e-06,-6.956136115824644192e-06,-5.399371958954748065e-06,-2.157689395346186464e-06,2.773843809383848241e-06,2.038096180561375036e-06,-3.976533964775839748e-06,-1.115648649331265496e-05,-1.466911990728006994e-05,-1.295824329425701648e-05,2.564173890321946099e-06,-6.284808079264788568e-07,-1.646792296862358376e-05,-2.441193298215447552e-05,-2.652890548559142181e-05,-3.047499611658789287e-05,-5.190749374056609622e-06,2.545553859470234159e-05,3.766182194652539989e-05,4.574213201447552664e-05,6.760535570274402053e-05,3.516417440633674141e-05,-1.486135343932636576e-04
8.332734993794750633e-02,1.291037732491798901e-02,4.806852420930166937e-03,1.935860683262340771e-03,4.946276344263068241e-04,5.799667046933406917e-05,-3.362886415122574624e-05,-1.888842900997214221e-05,1.084883016848231110e-05,3.496700742217071270e-05,2.860543810008667635e-05,1.325414296466257487e-05,1.428673464815876727e-05,3.488380294074171936e-06,6.531154014815178245e-06,2.326087343657607147e-06,1.195569351929211587e-06,3.639499707193668520e-06,8.119753926870082944e-06,1.346561990378104418e-06,-7.730149198433905187e-06,-4.674935610753537578e-06,-6.917173494077403792e-06,-7.735298765495151685e-06,-4.735880927886119072e-06,-3.784677832012922338e-06,-4.410956335363081830e-06,-8.125824898424516488e-06,-1.265999602648144983e-05,-1.626543876581883105e-05,-1.229399297447134046e-05,-2.146777148550829378e-06,-1.296564194952193707e-05,-2.906276245542910910e-05,-4.276281644003494462e-05,-4.287514276107498709e-05,-4.352337486263477197e-05,-3.067756497012113988e-05,1.608418410420697084e-05,4.429305567530750828e-05,4.774140194531903132e-05,6.111260547002308390e-05,7.732113560069302823e-05,-5.570089960554902212e-05
9.100699445539847665e-02,1.661473415037663381e-02,6.915208552324499450e-03,3.241996087628483490e-03,1.185261954355725043e-03,2.788226706585445087e-04,1.756770142368409529e-05,4.264716324542428399e-06,2.957669169801260410e-05,2.826006364360248035e-05,3.140649786887009703e-05,2.577408053098725476e-05,2.492200864681977778e-05,1.593048775196836652e-05,1.589295602835018404e-05,1.315652267506505757e-05,9.428967243756023204e-06,4.481627845041168026e-06,7.657322980636941959e-06,2.007381608418500373e-07,-1.540258487118303577e-05,-1.362008890382385254e-05,-1.510258516674088936e-05,-2.042553029719597170e-05,-1.986927163255031739e-05,-2.157361344214183890e-05,-1.610605225963458902e-05,-1.212620555259563766e-05,-1.935429865004730711e-05,-9.969105376414947887e-06,-3.797552701655128440e-06,-4.470912030366243132e-06,-1.864417746317907317e-05,-4.790658697395180308e-05,-5.772506876455932762e-05,-6.057539149605014597e-05,-6.347712593932796537e-05,-4.324973228303105962e-05,3.713338967157091672e-06,3.563003372016808578e-05,7.774456106302386012e-05,9.210428358936142360e-05,1.371586655270567404e-04,2.300988332795264938e-04
9.850702475404488068e-02,2.077697260559013478e-02,9.549412558912203156e-03,4.918055627018362748e-03,2.135497726102052272e-03,6.973230142285815475e-04,1.846935942653539552e-04,7.759170190280360283e-05,5.015872190318171998e-05,3.190834712603328753e-05,4.210878281825052022e-05,3.842211466871409831e-05,3.975024741440063685e-05,4.202966934445498447e-05,4.150883096007476614e-05,3.357156290409867326e-05,2.535647235489108428e-05,1.223133935099726093e-05,5.408644674573856601e-07,-1.927925699076222404e-05,-3.370551907039050102e-05,-3.093016358627420295e-05,-4.196595733750752173e-05,-4.918895805340849488e-05,-4.660462784954780654e-05,-3.666445212410150397e-05,-2.543732121591750942e-05,-1.341087160338474461e-05,-1.248651682414798581e-05,-4.036812568993036757e-06,9.959944428087381550e-06,-4.093985570037018051e-07,-2.029350016865784088e-05,-6.469357136527052483e-05,-8.916788748292149797e-05,-8.480643695114410479e-05,-6.948052310680751008e-05,-3.864122459066214675e-05,-3.268238094324022941e-06,3.209484889218104447e-05,1.200789231102831572e-04,1.510749072027119436e-04,2.267570919120943473e-04,2.626659778560179806e-04
1.064376850098271571e-01,2.558052472116839962e-02,1.266357184559036182e-02,7.007881751151993563e-03,3.361926049645302950e-03,1.292811317735332449e-03,4.075546471579716019e-04,1.493581288356353454e-04,6.218184324102878080e-05,4.974525475358275705e-05,5.212008025711184473e-05,5.423615358709364578e-05,6.072478231194118994e-05,7.681773268275542924e-05,7.449445993692802969e-05,5.602748559346863781e-05,5.110858805692921421e-05,1.550347806479331235e-05,-1.436493939620283778e-05,-3.892338621279317802e-05,-5.484314271769808895e-05,-5.358033751623127752e-05,-6.992778450918992036e-05,-7.590142064247155582e-05,-6.794341501188214268e-05,-4.851627351697500019e-05,-3.494415846865643323e-05,-2.333325293669132142e-05,-1.751947133408804412e-05,-6.295612601060632938e-06,6.410546679355481408e-06,-2.811182082834027907e-06,-3.270294880968787401e-05,-7.240404803328793874e-05,-1.071693870254086865e-04,-1.035196089828285435e-04,-6.016211400734724119e-05,-1.444393088449883688e-05,-1.413552436709334981e-06,5.197192046028806202e-05,1.418119071462905004e-04,1.454169321936579502e-04,1.694266203991832260e-04,1.337037975125958563e-04
